category,location_type,location,context,outcome_status,persistent_id,id,location_subtype,month
burglary,Force,"{'latitude': '51.510729', 'street': {'id': 1677342, 'name': 'On or near Denman Street'}, 'longitude': '-0.135283'}",,"{'category': 'Court result unavailable', 'date': '2023-08'}",e3598ecaf2b5ee3a438ca182e485124d30825cb26fc968212d66e7af7546f39c,107864509,,2023-01
burglary,Force,"{'latitude': '51.518495', 'street': {'id': 1677246, 'name': 'On or near Rathbone Street'}, 'longitude': '-0.135615'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",0a2eef8330b60c184bf904c2afca18ea0f7c5941d71020d0a9ac0a93e237aef1,107843673,,2023-01
burglary,Force,"{'latitude': '51.513848', 'street': {'id': 1678270, 'name': 'On or near Old Compton Street'}, 'longitude': '-0.129593'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-05'}",eb1528f7fe2697a7b9a07c72dc5ee016071b82c17270755030020d09c82270d6,107845174,,2023-01
burglary,Force,"{'latitude': '51.513715', 'street': {'id': 1679596, 'name': 'On or near Drury Lane'}, 'longitude': '-0.120101'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",88311454f9b4ae98e921d38663429b3ae87031c46ed26804ceafbb0a2844072a,107881293,,2023-01
burglary,Force,"{'latitude': '51.506270', 'street': {'id': 1676932, 'name': 'On or near Pall Mall Place'}, 'longitude': '-0.137627'}",,"{'category': 'Court result unavailable', 'date': '2023-12'}",f5b9f8e0ae1818bd4f0201460217c8b9e9c3867ae26e75720fc9aa5f4cf9060c,107848535,,2023-01
burglary,Force,"{'latitude': '51.518783', 'street': {'id': 1677439, 'name': 'On or near Windmill Street'}, 'longitude': '-0.133974'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",d0133ec94c440d946b39ef85daf3be6f19fbc4f7718a31542225464123ebb1fa,107887973,,2023-01
burglary,Force,"{'latitude': '51.519609', 'street': {'id': 1676738, 'name': 'On or near Foley Street'}, 'longitude': '-0.139548'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-04'}",d3040d5b8369b525216ad62580095ffb5a77bff7b97fa89eaeabd76787459552,107863219,,2023-01
burglary,Force,"{'latitude': '51.515869', 'street': {'id': 1679355, 'name': 'On or near Parker Street'}, 'longitude': '-0.121554'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-03'}",ed7995eca0d94187dbfaf61cf4d91d984d93856b6df40f00d10cf2ee9a483a0b,107861493,,2023-01
burglary,Force,"{'latitude': '51.519162', 'street': {'id': 1677191, 'name': 'On or near Goodge Street'}, 'longitude': '-0.136308'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",577f60997ed190c5002ccb40a072edef452ed0cd15de0fe190e6a5fe0af6cc77,107840560,,2023-01
burglary,Force,"{'latitude': '51.518903', 'street': {'id': 1677346, 'name': 'On or near Rathbone Street'}, 'longitude': '-0.135296'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-05'}",c8c1880e9662261e021e6b8113a8c206e2e629a0f92a3060316b15e8945b5dbf,107845001,,2023-01
burglary,Force,"{'latitude': '51.513090', 'street': {'id': 1677384, 'name': 'On or near Hopkins Street'}, 'longitude': '-0.135043'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",e615f408557f5f5b7a55efe499ceb14a2cf789999b094c3645515f6ce01057b3,107901464,,2023-01
burglary,Force,"{'latitude': '51.499692', 'street': {'id': 1680405, 'name': 'On or near Westminster Bridge Road'}, 'longitude': '-0.114266'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",7c9d59139fc8fe5bd1f01b51a5b8b1cbaf22d37228461319bd716473d24b5226,107828813,,2023-01
burglary,Force,"{'latitude': '51.504717', 'street': {'id': 1675503, 'name': 'On or near Down Street Mews'}, 'longitude': '-0.148022'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-04'}",15e56cde48f272914ec9961d2f5b79f2b82627ce2bf5e1c52358f8e7fa50d0c1,107845116,,2023-01
burglary,Force,"{'latitude': '51.513757', 'street': {'id': 1490733, 'name': 'On or near Middle Temple Lane'}, 'longitude': '-0.111567'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",09206e50e5846d4a947f539e403d163b1eb8f1fb9a455bfec13e8c6415978e98,107851352,,2023-01
burglary,Force,"{'latitude': '51.499692', 'street': {'id': 1680405, 'name': 'On or near Westminster Bridge Road'}, 'longitude': '-0.114266'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",6162d4bda07e5935afadb5e79400416f3ace122a7cd7d36a54312706e7b08770,107847622,,2023-01
burglary,Force,"{'latitude': '51.516001', 'street': {'id': 1679229, 'name': 'On or near Macklin Street'}, 'longitude': '-0.122471'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-08'}",4d5e45d2f8ffa091d0734dcb5d5a9282258121dbc9fe547c50b750859b8ce3a7,107902296,,2023-01
burglary,Force,"{'latitude': '51.517885', 'street': {'id': 1676900, 'name': ""On or near Booth's Place""}, 'longitude': '-0.138580'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-05'}",04aaa2326895f44815a5466bdcc17abf4fff84bc8f716268358698ce29cba1bd,107875882,,2023-01
burglary,Force,"{'latitude': '51.513161', 'street': {'id': 1678473, 'name': 'On or near Tower Street'}, 'longitude': '-0.127675'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",ec9ed27ac5c0c197557fc8308ba80b7b3be44ee8c8af4e41f6598c2d92588a55,107899757,,2023-01
burglary,Force,"{'latitude': '51.515984', 'street': {'id': 1679703, 'name': 'On or near '}, 'longitude': '-0.118595'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",045f748987311429cf57ef274d53630cd7e1db197db22088f5b5731225f84335,107840042,,2023-01
burglary,Force,"{'latitude': '51.506344', 'street': {'id': 1681145, 'name': 'On or near Coin Street'}, 'longitude': '-0.110216'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",9ec5b6b8a2a1a04657101feb489c6e0a962b9be6b1786d6ce5bf48cbda56e087,107831937,,2023-01
burglary,Force,"{'latitude': '51.506985', 'street': {'id': 1678839, 'name': 'On or near Northumberland Avenue'}, 'longitude': '-0.124975'}",,"{'category': 'Unable to prosecute suspect', 'date': '2024-04'}",98faad12a827f0197eb2a3a949e7a097ba3f20f0be1ea1d130b7b2130c82b11d,107874950,,2023-01
burglary,Force,"{'latitude': '51.518543', 'street': {'id': 1676765, 'name': 'On or near Nassau Street'}, 'longitude': '-0.138669'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",f93c3f45b1ccd079bac56f9daf35c94172e5d905057056f883bb27a8408c3e8a,107844337,,2023-01
burglary,Force,"{'latitude': '51.511111', 'street': {'id': 1679082, 'name': 'On or near Henrietta Street'}, 'longitude': '-0.123710'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",b341d49c7f1c7072d5da6da7a7113ec6917211bcd17d87be39c36fc897ee5162,107833632,,2023-01
burglary,Force,"{'latitude': '51.512802', 'street': {'id': 1679061, 'name': 'On or near James Street'}, 'longitude': '-0.123770'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",a9fb4e2bcd55685d7cd07883854814722ae52644c6449ad65ee76dd2c6f03e87,107903245,,2023-01
burglary,Force,"{'latitude': '51.513046', 'street': {'id': 1679162, 'name': 'On or near '}, 'longitude': '-0.122679'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",87d75c5e2be9f34f49d1199d81b35a7cb678688503aa68012f5153e9d397ee7f,107849236,,2023-01
burglary,Force,"{'latitude': '51.497100', 'street': {'id': 1677627, 'name': 'On or near St Matthew Street'}, 'longitude': '-0.133261'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-03'}",c0787f443c2f52a6bf3e1a804bfdd8f8c246c7c3a51816596986590744922d1b,107873781,,2023-01
burglary,Force,"{'latitude': '51.506105', 'street': {'id': 1675536, 'name': 'On or near Shepherd Street'}, 'longitude': '-0.147663'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-10'}",b6995eedc5fd7110aeed63ced6045c114bec8e14656e4a5f3d03822d9a514171,107832995,,2023-01
burglary,Force,"{'latitude': '51.514064', 'street': {'id': 1679774, 'name': 'On or near Kean Street'}, 'longitude': '-0.118890'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",656e2fbf46011851a01f907424b045042337061e833eb06233eb7f16cf1e05a4,107856787,,2023-01
burglary,Force,"{'latitude': '51.517845', 'street': {'id': 1679284, 'name': 'On or near '}, 'longitude': '-0.121977'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",5f313cc9db1cbf50ff7440100eae9eb0b7ae7c02f12a42c1052728af5a17c8db,107861630,,2023-01
burglary,Force,"{'latitude': '51.517516', 'street': {'id': 1677426, 'name': 'On or near Gresse Street'}, 'longitude': '-0.134012'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",bcf0fd22fb9536888e521d6266b80f43d43b533c5506fa11d6ab321b67778c59,107841944,,2023-01
burglary,Force,"{'latitude': '51.513986', 'street': {'id': 1677410, 'name': 'On or near Duck Lane'}, 'longitude': '-0.134833'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",4ee46b2e9eb9850b572a894f567858152df70ad19a3a31f70f0b152e746c7818,107904890,,2023-01
burglary,Force,"{'latitude': '51.512429', 'street': {'id': 1676274, 'name': 'On or near Nightclub'}, 'longitude': '-0.142384'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-05'}",2cbacd96692924dc6b6132eceea420724a91bf31a9953d54cd60ae9830d36e30,107843927,,2023-01
burglary,Force,"{'latitude': '51.506270', 'street': {'id': 1676932, 'name': 'On or near Pall Mall Place'}, 'longitude': '-0.137627'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",ea81d11e6b9c3413c2c9556af89f41e0496195a9877528e893c0416eb230140f,107836523,,2023-01
burglary,Force,"{'latitude': '51.510389', 'street': {'id': 1679043, 'name': 'On or near Bedford Street'}, 'longitude': '-0.124157'}",,"{'category': 'Court result unavailable', 'date': '2024-02'}",4868ead3a00995d0a90ec980e18abd6ec2d4906309fb78b064cb1ae4e2af8a97,107863078,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.513848', 'street': {'id': 1678270, 'name': 'On or near Old Compton Street'}, 'longitude': '-0.129593'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-10'}",ab3b996d33d2275de3aa3c577e07ac33d4893145bce62f8347753e649c6c34d6,107840374,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.512379', 'street': {'id': 1678274, 'name': 'On or near '}, 'longitude': '-0.129379'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",787c608151f2afd07e78983c00a8c29bec9319993630893f2e9bf259bbc0d937,107903489,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.513052', 'street': {'id': 1677758, 'name': 'On or near Bourchier Street'}, 'longitude': '-0.132681'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",2f274e247ccfdc550ba9252ce27f91a92f056e8b83581d11655b149fdc82c1d1,107864269,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.512136', 'street': {'id': 1675419, 'name': 'On or near Davies Street'}, 'longitude': '-0.148081'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",88e8ded2739305b37a4c2ec8caae8a2e79eddfeabd32a2f8a42293f61e5e5194,107903565,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.514492', 'street': {'id': 1677987, 'name': 'On or near '}, 'longitude': '-0.131037'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",51dccc506d05494529417b55f408a9e3887beded3daaff93fd6d6bf9533a11d1,107846460,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.520844', 'street': {'id': 1678802, 'name': 'On or near Bedford Place'}, 'longitude': '-0.125040'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-05'}",51e6ff6bde2a9c4395cc165c60c9a3509fa8968c74cc96265535021c91fbb814,107904022,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.502823', 'street': {'id': 1679478, 'name': 'On or near '}, 'longitude': '-0.119257'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",c7e7b894b7377254f3d7d52d6b4f1e9d5ba2649d8065f1923cdda8c832e55298,107846962,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.497100', 'street': {'id': 1677627, 'name': 'On or near St Matthew Street'}, 'longitude': '-0.133261'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",62d8749800374d40546c98c194bd9aa0d48645b44a22fd02387c02d7816ed4fc,107859213,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.510103', 'street': {'id': 1678840, 'name': 'On or near Chandos Place'}, 'longitude': '-0.124818'}",,"{'category': 'Court result unavailable', 'date': '2023-07'}",41ced0b17d02dde503827bfecff6fb7c60e8c9b46fe9f42049844bca4a660131,107880396,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.513150', 'street': {'id': 1676870, 'name': 'On or near Carnaby Street'}, 'longitude': '-0.138845'}",,"{'category': 'Court result unavailable', 'date': '2023-08'}",e8752d0be7bd3f7296a4f1b34340233ed779af96abc9810fb9250ed6aa6acd0e,107863001,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.512136', 'street': {'id': 1675419, 'name': 'On or near Davies Street'}, 'longitude': '-0.148081'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",b309860be0233e27b5afac1dcbcbcb1acb58c13afb2804271d80069cfafafad8,107879399,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.506136', 'street': {'id': 1680093, 'name': 'On or near '}, 'longitude': '-0.115773'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",3991b79c9801c8792a538ad84e277174c4c6d95cd9ca62856846b4ee682bdf04,107863108,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.514970', 'street': {'id': 1678558, 'name': 'On or near Shaftesbury Avenue'}, 'longitude': '-0.127169'}",,"{'category': 'Court result unavailable', 'date': '2023-07'}",8b85bce23cbd243fe9cd761b59f5923632f3f54af5a6f8bdcbb8c0f26c912c6f,107863134,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.507423', 'street': {'id': 1675389, 'name': 'On or near Chesterfield Street'}, 'longitude': '-0.148560'}",,"{'category': 'Offender given a caution', 'date': '2023-07'}",ee4b32e916dc744037b27e384f07ac6d54368a817e4c8791b0a330b6828de7e7,107864079,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.500253', 'street': {'id': 1678686, 'name': 'On or near St Margaret Street'}, 'longitude': '-0.126317'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-03'}",5ed0c2bf16144a2a13334bc9501e0c272d17c34d8981fc7304991aa2af9e0ac2,107850909,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.518543', 'street': {'id': 1676765, 'name': 'On or near Nassau Street'}, 'longitude': '-0.138669'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",0420a1e2d6dba651925c78f87aef6bef32360f6b28b3cc3991804ec7839c5e00,107902377,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.516178', 'street': {'id': 1677833, 'name': 'On or near '}, 'longitude': '-0.131904'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-03'}",17ee3a3ea61b36238ee85d4865094796a353dcde50a5298edfb163e0679dd1ea,107848769,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.508094', 'street': {'id': 1681636, 'name': 'On or near Upper Ground'}, 'longitude': '-0.106685'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-04'}",3e67833352dd7bfcf0f8601b04c20339e1f2c9258d86b1b835ae82d7933acac3,107848844,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.516900', 'street': {'id': 1677808, 'name': 'On or near '}, 'longitude': '-0.132077'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",bdcd1874074b28313ef6773578f3a9d6669f88b20782ae7daf31e98a6b56ec26,107848893,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.511030', 'street': {'id': 1678574, 'name': 'On or near B404'}, 'longitude': '-0.127085'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",85a38700c95ca36d1f5851a2323df454249cbcddfb9abdafde9b3893acd5cc60,107844760,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.509786', 'street': {'id': 1678937, 'name': 'On or near '}, 'longitude': '-0.124658'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",1906cbc48db4dbf018c7940f7c914e4124403e0dc1f7403cedb537b3ba88f3de,107840371,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.516900', 'street': {'id': 1677808, 'name': 'On or near '}, 'longitude': '-0.132077'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-03'}",528098229c463f894db5731225f4143baca6c0d6b6a969aee2199e587766ff46,107840377,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.495900', 'street': {'id': 1680619, 'name': 'On or near A3203'}, 'longitude': '-0.113919'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",78edc3cc072b0afec305ccc9633585d50f06159085b62a82afb5e4dd5fa520d2,107857683,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.508351', 'street': {'id': 1681422, 'name': 'On or near '}, 'longitude': '-0.108355'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",a41e9ee96bc9a58af130ddfb7c3a25c7de4c2692025f66382a0f727c4c081e08,107845478,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.512013', 'street': {'id': 1677575, 'name': 'On or near Winnett Street'}, 'longitude': '-0.133502'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",26c94e440bdc53d14159a00dcc1a3a532d37fe91f1ab8f295060800819071ec2,107860159,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.503196', 'street': {'id': 1678183, 'name': 'On or near Downing Street'}, 'longitude': '-0.127032'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-06'}",6781a4da91a48fa42155c6cdc9ced61f1aa96f0a48f8a4d34c333d7d2d289919,107858850,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.495591', 'street': {'id': 1677126, 'name': 'On or near Greencoat Row'}, 'longitude': '-0.136794'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",e3674287e76e82c9c6f4c0391ac06edbe120a80563e77e2384fa10b30f7bcef4,107863814,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.516623', 'street': {'id': 1677604, 'name': 'On or near Nightclub'}, 'longitude': '-0.132976'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-06'}",5adccaf9cc6ca427106b719757c400dcb0576c667cf23902cf05db7b1f5c4b49,107843849,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.517440', 'street': {'id': 1678118, 'name': 'On or near '}, 'longitude': '-0.130397'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",fe86df54954177ad272a5cfcf69191708034a8c647843518ce84cc475380eef6,107834679,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.511310', 'street': {'id': 1677411, 'name': 'On or near Ham Yard'}, 'longitude': '-0.134539'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",590ff8f4d643012bda9ed75d883b0f83ab96502426398f20d5a861645f78b5a9,107859742,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.512863', 'street': {'id': 1679427, 'name': 'On or near Russell Street'}, 'longitude': '-0.120842'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",ac644199ba1247a73f116964a17af0881864da2820906078759002b722060fa5,107830853,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.514971', 'street': {'id': 1677609, 'name': 'On or near Carlisle Street'}, 'longitude': '-0.133438'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",a40e33d2432f02926d57dcb485ef1fc7e0e0f1dff41c41ec77cfc8576b36ddcb,107854377,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.509786', 'street': {'id': 1678937, 'name': 'On or near '}, 'longitude': '-0.124658'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",25bc8f631d636be4e5759edce770a5b0eccad2094ed2d265116b8ee408b693f4,107851218,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.517188', 'street': {'id': 1678668, 'name': 'On or near Stedham Place'}, 'longitude': '-0.126429'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-03'}",f87d113a1766081e8cd97462688e77aca9fe788791122521203bc52eff7e23ac,107860201,,2023-01
criminal-damage-arson,BTP,"{'latitude': '51.503058', 'street': {'id': 2348233, 'name': 'Waterloo (london) (station)'}, 'longitude': '-0.113754'}",,"{'category': 'Status update unavailable', 'date': '2023-05'}",,125522250,LU STATION,2023-01
criminal-damage-arson,Force,"{'latitude': '51.512725', 'street': {'id': 1677537, 'name': 'On or near '}, 'longitude': '-0.134121'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",8cbb0bbbe8b346bb500b231a398d68cb480b1c09dca8788f459b8cda0a4327e1,107846329,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.502339', 'street': {'id': 1681391, 'name': 'On or near '}, 'longitude': '-0.108884'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-04'}",d7913fb5ed9dec885707a3c04387c3e4de457fb7b5a75cc82ae9027ebbb94251,107834518,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.514247', 'street': {'id': 1676736, 'name': 'On or near Great Marlborough Street'}, 'longitude': '-0.139406'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",68745ba845c139b4da11c35142415c262a3c427400808206233c14c1f2337f8a,107869347,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.512013', 'street': {'id': 1677575, 'name': 'On or near Winnett Street'}, 'longitude': '-0.133502'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",d102f9057e6ef81e978396e9a03a05d1503477074ec9c904bf0ddf9298044b44,107904655,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.512136', 'street': {'id': 1675419, 'name': 'On or near Davies Street'}, 'longitude': '-0.148081'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",be75d56d88788a74ae97edef06375c9b61b6d3af321c58cdc82eb86a96cf6758,107860090,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.515753', 'street': {'id': 1676083, 'name': ""On or near John Prince's Street""}, 'longitude': '-0.143092'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",58b4487d049c8401220a531a0179e19e7595780fbfd9183a09fb0a97885e8cb4,107830310,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.510468', 'street': {'id': 1678029, 'name': 'On or near Leicester Square'}, 'longitude': '-0.130769'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",9d99edb5078f29e6b1365a7ba12e43717e54635fd0a663eb71acdab541006fa5,107853991,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.495415', 'street': {'id': 1678026, 'name': 'On or near Monck Street'}, 'longitude': '-0.130794'}",,"{'category': 'Court result unavailable', 'date': '2023-09'}",ab6444d52937b8a47455e2d6e9e5b81e13ad5fa1703d35cbccc7d778eaae34a3,107843692,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.519333', 'street': {'id': 1678277, 'name': 'On or near '}, 'longitude': '-0.128965'}",,"{'category': 'Court result unavailable', 'date': '2023-07'}",51cbaa1c8dc4f629500388c903cb252e65beb04b2b761eab8ec08cbbfa9934b6,107891115,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.514209', 'street': {'id': 1677099, 'name': 'On or near Parking Area'}, 'longitude': '-0.137000'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-01'}",e6433c2c3e5abb9a2451912261e6b547f8b3c5b79932d15281b259ae32c3d62a,107844507,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.516166', 'street': {'id': 1677012, 'name': 'On or near '}, 'longitude': '-0.137324'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",3d892c07ea6a0ec8d8d5285b557e98800c9a869daa9c978edf1928d275392bbe,107852421,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.510433', 'street': {'id': 1676487, 'name': 'On or near '}, 'longitude': '-0.140455'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",a0bd8cc7253a95b10611117097209db84ae56b73d7bad1c68b7f78501371b4ae,107853666,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.511790', 'street': {'id': 1677815, 'name': 'On or near Dansey Place'}, 'longitude': '-0.131925'}",,"{'category': 'Court result unavailable', 'date': '2024-02'}",80493838d1b3146457448adc5248198314ba25be40e9383ae63c4c2dd02804eb,107886765,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.512136', 'street': {'id': 1675419, 'name': 'On or near Davies Street'}, 'longitude': '-0.148081'}",,"{'category': 'Status update unavailable', 'date': '2023-05'}",be75d56d88788a74ae97edef06375c9b61b6d3af321c58cdc82eb86a96cf6758,107860089,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.501963', 'street': {'id': 1681678, 'name': 'On or near '}, 'longitude': '-0.107594'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",f029653c3da6a5126d2e2a1f77df6dd5118edc0a42d3af792f90d4a5152688d6,107838545,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.512379', 'street': {'id': 1678274, 'name': 'On or near '}, 'longitude': '-0.129379'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",f8ad4caf16b0cc5c4e28ed8bfb81db878075ed35d4161e3a3558bc5b8fe30381,107842452,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.511584', 'street': {'id': 1678433, 'name': 'On or near Leicester Square'}, 'longitude': '-0.128000'}",,"{'category': 'Status update unavailable', 'date': '2023-05'}",382b5844d602a6c35ed2bfc69762757c0df04410f4f99460c35fd2cc7bbd21ee,107859967,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.495900', 'street': {'id': 1680619, 'name': 'On or near A3203'}, 'longitude': '-0.113919'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",4615edcdf813cfd108869dc7b2642b65db4b3307175fa283c781a37641385b04,107886069,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.506136', 'street': {'id': 1680093, 'name': 'On or near '}, 'longitude': '-0.115773'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",72d33b5256720020da594610e20b88eb3b9f18761b7b434487053cf9c327206e,107837307,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.510759', 'street': {'id': 1679183, 'name': 'On or near Maiden Lane'}, 'longitude': '-0.123061'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-01'}",ad663548760175a2d40d128d4b4c9a171e4d0718a8e20bab458af412a22df343,107836735,,2023-01
criminal-damage-arson,Force,"{'latitude': '51.494661', 'street': {'id': 1676997, 'name': 'On or near Coburg Close'}, 'longitude': '-0.137668'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2023-02'}",7c40271ea3e76f12759abbdd05a20b4ffc1c344739c32250bf5c2c66db229bc3,107852250,,2023-01
